152,WORD,WORD_NOUN,KATAKANA,Genki 1-2,,-,テープ,,teepu,kaseta,,
153,WORD,WORD_NOUN,HIRAGANA,"Genki 1-2
Genki kanji 1-3",,時計,とけい,,tokei,zegarek,,
154,WORD,WORD_NOUN,KATAKANA,Genki 1-2,,-,トレーナー,,toreenaa,bluza,,
155,WORD,WORD_NOUN,KATAKANA,Genki 1-2,,-,ノート,,nooto,zeszyt,,
156,WORD,WORD_NOUN,KATAKANA,Genki 1-2,,-,ペン,,pen,długopis,,
157,WORD,WORD_NOUN,HIRAGANA,Genki 1-2,,帽子,ぼうし,,boushi,"kapelusz
czapka",,
158,WORD,WORD_NOUN,HIRAGANA,"Genki 1-2
Klasyfikatory
Genki kanji 1-4",,本,ほん,,hon,książka,,
159,WORD,WORD_NOUN,HIRAGANA,Genki 1-2,,御手洗,おてあらい,,otearai,toaleta,,
160,WORD,WORD_NOUN,HIRAGANA,Genki 1-2,,喫茶店,きっさてん,,kissaten,kawiarnia,,
161,WORD,WORD_NOUN,HIRAGANA,"Genki 1-2
Genki kanji 1-5",,銀行,ぎんこう,,ginkou,bank,,
162,WORD,WORD_NOUN,HIRAGANA,Genki 1-2,,図書館,としょかん,,toshokan,biblioteka,w budynku,
163,WORD,WORD_NOUN,HIRAGANA,Genki 1-2,,郵便局,ゆうびんきょく,,yuubinkyoku,poczta,,
164,WORD,WORD_ASK,HIRAGANA,Genki 1-2,,-,いくら,,ikura,ile,koszty,
165,WORD,WORD_NOUN,HIRAGANA,Genki 1-2,,円,えん,,en,... yen,,
166,WORD,WORD_ADJECTIVE_I,HIRAGANA,"Genki 1-2
Genki kanji 1-7",,高い,たかい,,takai,"drogi
wysoki","pieniądze, wzrost",
167,WORD,WORD_EXPRESSION,HIRAGANA,Genki 1-2,,-,いらっしゃいませ,,irasshaimase,Witamy,przy wchodzeniu do sklepu,
168,WORD,WORD_EXPRESSION,HIRAGANA,Genki 1-2,を,お願いします,おねがいします,o,onegai shimasu,... proszę,,
169,WORD,WORD_EXPRESSION,HIRAGANA,Genki 1-2,を,-,ください,o,kudasai,Proszę dać mi ...,,
170,WORD,UNKNOWN,HIRAGANA,Genki 1-2,,-,じゃあ,,jaa,wtedy,,
171,WORD,UNKNOWN,HIRAGANA,Genki 1-2,,-,どうぞ,,douzo,proszę,przy podawaniu komuś czegoś,
172,WORD,WORD_GREETING,HIRAGANA,Genki 1-2,,-,どうも,,doumo,dziękuję,przy otrzymywaniu czegoś,
173,WORD,WORD_EXPRESSION,HIRAGANA,Genki 1-2,,-,です,,desu,jest,oficjalnie,
174,WORD,WORD_EXPRESSION,HIRAGANA,Genki 1-2,,-,でわありません,,dewa arimasen,nie jest,oficjalnie,
175,WORD,WORD_EXPRESSION,HIRAGANA,Genki 1-2,,-,じゃありません,,ja arimasen,nie jest,mniej oficjalnie,
176,WORD,WORD_NUMBER,HIRAGANA,"Genki 1-2
Genki kanji 1-3",,三百,さんびゃく,,sanbyaku,trzysta,,
177,WORD,WORD_NUMBER,HIRAGANA,"Genki 1-2
Genki kanji 1-3",,六百,ろっぴゃく,,roppyaku,sześćset,,
178,WORD,WORD_NUMBER,HIRAGANA,"Genki 1-2
Genki kanji 1-3",,八百,はっぴゃく,,happyaku,osiemset,,
179,WORD,WORD_NUMBER,HIRAGANA,Genki 1-2,,千,せん,,sen,tysiąc,,
180,WORD,WORD_NUMBER,HIRAGANA,"Genki 1-2
Genki kanji 1-3",,三千,さんぜん,,sanzen,trzy tysiące,,
181,WORD,WORD_NUMBER,HIRAGANA,"Genki 1-2
Genki kanji 1-3",,八千,はっせん,,hassen,osiem tysięcy,,
182,WORD,WORD_NUMBER,HIRAGANA,"Genki 1-2
Genki kanji 1-3",,一万,いちまん,,ichiman,dziesięć tysięcy,,
183,WORD,WORD_NOUN,HIRAGANA,Genki 1-2,,黒板,こくばん,,kokuban,tablica,czarna,
184,WORD,WORD_NOUN,KATAKANA,"Genki 1-2
Genki 1-3",,-,ビデオ,,bideo,video,,
185,WORD,WORD_NOUN,KATAKANA,Genki 1-2,,-,カーテン,,kaaten,zasłonka,,
186,WORD,WORD_NOUN,KATAKANA,Genki 1-2,,-,ドア,,doa,drzwi,,
187,WORD,WORD_NOUN,HIRAGANA_KATAKANA,Genki 1-2,,消しゴム,けしゴム,,keshigomu,gumka,,
188,WORD,WORD_NOUN,HIRAGANA,Genki 1-2,,椅子,いす,,isu,krzesło,,
189,WORD,WORD_EXPRESSION,HIRAGANA,Genki 1-2,,-,わかりました,,Wakarimashita,zrozumiałem,,
190,WORD,WORD_EXPRESSION,HIRAGANA,Genki 1-2,,-,わかりません,,Wakarimasen,nie rozumiem,,
191,WORD,WORD_EXPRESSION,HIRAGANA,Genki 1-2,,ゆっくり言ってください,ゆっくりいってください,,Yukkuri itte kudasai,Proszę mówić wolno,,
192,WORD,WORD_EXPRESSION,HIRAGANA,Genki 1-2,,もういちど言ってください,もういちどいってください,,Mou ichido itte kudasai,Proszę powtórzyć,,
193,WORD,WORD_EXPRESSION,HIRAGANA,Genki 1-2,,ちょっと待ってください,ちょっとまってください,,Chotto matte kudasai,Proszę poczekać,,
194,WORD,WORD_ADJECTIVE_I,HIRAGANA,"Genki 1-2
Genki 1-9
Genki kanji 1-12",,赤い,あかい,,akai,czerwony,,
195,WORD,WORD_ADJECTIVE_I,HIRAGANA,"Genki 1-2
Genki 1-9
Genki kanji 1-12",,青い,あおい,,aoi,niebieski,,
196,WORD,WORD_NOUN,HIRAGANA,Genki 1-2,,寿司,すし,,sushi,sushi,japońska potrawa,
197,WORD,WORD_NOUN,HIRAGANA,"Genki 1-2
Genki 2-15",,家具,かぐ,,kagu,meble,,
198,WORD,WORD_NOUN,HIRAGANA,"Genki 1-2
Genki 1-7
Genki 1-10",,顔,かお,,kao,twarz,,
199,WORD,WORD_NOUN,HIRAGANA,Genki 1-2,,愛,あい,,ai,miłość,,
200,WORD,WORD_VERB_U,HIRAGANA,"Genki 1-2
Genki 1-3
Genki kanji 1-8",を,聞く,きく,o,kiku,słuchać,,
201,WORD,WORD_NOUN,HIRAGANA,"Genki 1-2
Genki kanji 1-12",,牛,うし,,ushi,krowa,,
202,WORD,WORD_NOUN,HIRAGANA,Genki 1-2,,携帯電話,けいたいでんわ,,keitai denwa,telefon komórkowy,,
203,WORD,WORD_NOUN,KATAKANA,Genki 1-2,,-,マーカー,,maakaa,marker,,
204,WORD,WORD_NOUN,HIRAGANA,"Genki 1-2
Genki 1-7
Genki 2-14
Genki kanji 1-7",,母,はは,,haha,matka,"własna rodzina, formalnie",
205,WORD,WORD_NOUN,HIRAGANA,"Genki 1-2
Genki 1-7
Genki kanji 1-7",,父,ちち,,chichi,ojciec,"własna rodzina, formalnie",
206,WORD,WORD_NOUN,HIRAGANA,"Genki 1-2
Genki 1-7
Genki 1-12",,歯,は,,ha,ząb,,
207,WORD,WORD_NOUN,HIRAGANA,"Genki 1-2
Genki 2-16",,日,ひ,,hi,"słońce
dzień",,
208,WORD,WORD_NOUN,HIRAGANA,"Genki 1-2
Genki 1-7",,耳,みみ,,mimi,ucho,,
209,WORD,WORD_NOUN,HIRAGANA,"Genki 1-2
Genki 1-7
Genki 2-15",,目,め,,me,oko,,
210,WORD,WORD_NOUN,HIRAGANA,Genki 1-2,,桃,もも,,momo,brzoskwinia,,
211,WORD,WORD_ADJECTIVE_I,HIRAGANA,"Genki 1-2
Genki 1-5
Genki kanji 2-13",,安い,やすい,,yasui,tani,,
212,WORD,WORD_NOUN,HIRAGANA,"Genki 1-3
Genki kanji 1-11",,映画,えいが,,eiga,film,,
213,WORD,WORD_NOUN,HIRAGANA,"Genki 1-3
Genki kanji 2-14",,音楽,おんがく,,ongaku,muzyka,,
214,WORD,WORD_NOUN,HIRAGANA,Genki 1-3,,雑誌,ざっし,,zasshi,magazyn,,
215,WORD,WORD_NOUN,KATAKANA,Genki 1-3,,-,スポーツ,,supootsu,sport,,
216,WORD,WORD_NOUN,KATAKANA,Genki 1-3,,-,デート,,deeto,randka,,
217,WORD,WORD_NOUN,KATAKANA,Genki 1-3,,-,テニス,,tenisu,tenis,,
218,WORD,WORD_NOUN,KATAKANA,Genki 1-3,,-,テレビ,,terebi,telewizja,,
219,WORD,WORD_NOUN,HIRAGANA,Genki 1-3,,朝御飯,あさごはん,,asagohan,śniadanie,,
220,WORD,WORD_NOUN,HIRAGANA,"Genki 1-2
Genki 1-3",,お酒,おさけ,,osake,"sake
alkohol",,
221,WORD,WORD_NOUN,HIRAGANA,Genki 1-3,,お茶,おちゃ,,ocha,zielona herbata,,
222,WORD,WORD_NOUN,KATAKANA,Genki 1-3,,-,コーヒー,,koohii,kawa,,
223,WORD,WORD_NOUN,HIRAGANA,Genki 1-3,,晩御飯,ばんごはん,,bangohan,kolacja,,
224,WORD,WORD_NOUN,KATAKANA,Genki 1-3,,-,ハンバーガー,,hanbaagaa,hamburger,,
225,WORD,WORD_NOUN,HIRAGANA,Genki 1-3,,昼御飯,ひるごはん,,hirugohan,obiad,,
