2323,"6159976
202986
12421672
11041798
2155549
13202259"
2344,"354055
126757
126755
126751
1821476
126750
126737"
2345,"350046
1553629
220068
139908
84318
329760
144844"
2352,"589647
2587042
83335
80927"
2378,"350089
227752
225652
201287
201286
147177
184139
227368"
2446,"663850
5347
232236"
2486,"10203790
4706"
2488,"591118
4708"
2513,"350045
229382
785003
4734
145543
145541
183276
183275
183269
183268"
2524,"1349314
4745"
2530,"8765992
4749"
2707,"354678
4915"
2725,"1165921
3634744
4940"
2733,"2247865
4951"
2736,"355909
4954"
2738,"355253
4956"
2755,"365185
1067108
1136595
81557
81537"
2801,"352667
5027"
2851,"349120
233058
5078
2693904"
2900,"352675
227604
5152"
3111,"897867
74836"
3133,"461064
4744"
3184,"382596
1596597
4789"
3250,"348818
4851
348822"
3511,"359987
99389
5095"
3574,"552532
227604
5152"
3905,"349174
5282"
3928,"892393
5304"
4376,"349085
75537"
4377,"350045
4734
145541
183276"
4410,"352268
5026"
4466,"349128
5167
191062"
4603,"349156
349157"
4908,"1352189
176887"
5357,"348974
4708"
5360,"348978
4712"
5366,"348969
4726"
5415,"367074
4707"
5419,"351502
3459039
4711
157243
1050420"
5422,"349019
4714"
5430,"352004
74799"
5444,"364807
4737"
5448,"351501
4741"
5452,"351497
4745"
5568,"348818
137571
4851
348822"
5585,"349061
4870"
5624,"352003
5002"
5962,"349023
367074
4707"
5969,"358811
364829
4705"
5988,"348656
4718"
